DeployID,County,DeployDate,DeploymentName,Description,PrimaryMaterial,Tons,Relief,Depth,Jurisdiction,Coast,LatDM,LongDM,latitudes,longitudes,LocationAccuracy
DI0027,Dixie,06/06/2014,Horseshoe Beach Reef Site A3,Ninth  Deployment of Nine For This Grant,LIMESTONE BOULDERS(33),100,6,24,Federal,Gulf,29° 19.832' N,83° 26.261' W,29.33053333,-83.43768333,High
DI0026,Dixie,06/05/2014,Horseshoe Beach Reef Site A1,Eighth  Deployment of Nine For This Grant,LIMESTONE BOULDERS,99,6,24,Federal,Gulf,29° 19.846' N,83° 26.379' W,29.33076667,-83.43965,High
DI0025,Dixie,06/04/2014,Horseshoe Beach Reef Site C5,Seventh  Deployment of Nine For This Grant,LIMESTONE BOULDERS,101,6,24,Federal,Gulf,29° 19.753' N,83° 26.139' W,29.32921667,-83.43565,High
DI0024,Dixie,05/31/2014,Horseshoe Beach Reef Site C1,Sixth  Deployment of Nine For This Grant,LIMESTONE BOULDERS,103,6,25,Federal,Gulf,29° 19.750' N,83° 26.367' W,29.32916667,-83.43945,High
DI0023,Dixie,05/29/2014,Horseshoe Beach Reef Site E5,Fifth Deployment of Nine For This Grant,LIMESTONE BOULDERS,107,7,26,Federal,Gulf,29° 19.641' N,83° 26.121' W,29.32735,-83.43535,High
DI0022,Dixie,05/28/2014,Horseshoe Beach Reef Site E1,Fourth Deployment of Nine For This Grant,LIMESTONE BOULDERS,95,7,25,Federal,Gulf,29° 19.633' N,83° 26.358' W,29.32721667,-83.4393,High
DI0021,Dixie,05/26/2014,Horseshoe Beach Reef Site G1,Third Deployment of Nine For This Grant,LIMESTONE BOULDERS,97,6,25,Federal,Gulf,29° 19.540' N,83° 26.360' W,29.32566667,-83.43933333,High
DI0020,Dixie,05/22/2014,Horseshoe Beach Reef Site G3,Second Deployment of Nine For This Grant,LIMESTONE BOULDERS,101,6,25,Federal,Gulf,29° 19.509' N,83° 26.249' W,29.32515,-83.43748333,High
DI0019,Dixie,05/21/2014,Horseshoe Beach Reef Site G5,First Deployment of Nine For This Grant,LIMESTONE BOULDERS,100,6,25,Federal,Gulf,29° 19.536' N,83° 26.141' W,29.3256,-83.43568333,High
DI0018,Dixie,07/22/2013,Horseshoe Beach Reef Site E4,Sixth Deployment of Nine For This Grant,LIMESTONE BOULDERS,32,8,24,Federal,Gulf,29° 19.679' N,83° 26.210' W,29.32798333,-83.43683333,High
DI0017,Dixie,07/22/2013,Horseshoe Beach Reef Site E3,Fifth Deployment of Nine For This Grant,LIMESTONE BOULDERS,32,8,24,Federal,Gulf,29° 19.622' N,83° 26.256' W,29.32703333,-83.4376,High
DI0016,Dixie,07/22/2013,Horseshoe Beach Reef Site E2,Fourth Deployment of Nine For This Grant,LIMESTONE BOULDERS,32,8,24,Federal,Gulf,29° 19.624' N,83° 26.301' W,29.32706667,-83.43835,High
DI0015,Dixie,07/26/2013,Horseshoe Beach Reef Site D4,Eighth Deployment of Nine For This Grant,LIMESTONE BOULDERS,32,8,24,Federal,Gulf,29° 19.675' N,83° 26.212' W,29.32791667,-83.43686667,High
DI0014,Dixie,07/26/2013,Horseshoe Beach Reef Site D3,Seventh Deployment of Nine For This Grant,LIMESTONE BOULDERS,32,8,24,Federal,Gulf,29° 19.692' N,83° 26.252' W,29.3282,-83.43753333,High
DI0013,Dixie,07/26/2013,Horseshoe Beach Reef Site D2,Sixth Deployment of Nine For This Grant,LIMESTONE BOULDERS,32,8,24,Federal,Gulf,29° 19.682' N,83° 26.313' W,29.32803333,-83.43855,High
DI0012,Dixie,07/18/2013,Horseshoe Beach Reef Site C4,Third Deployment of Nine For This Grant,LIMESTONE BOULDERS,28,8,24,Federal,Gulf,29° 19.750' N,83° 26.208' W,29.32916667,-83.4368,High
DI0011,Dixie,07/18/2013,Horseshoe Beach Reef Site C3,Second  Deployment of Nine For This Grant,LIMESTONE BOULDERS,28,8,24,Federal,Gulf,29° 19.720' N,83° 26.247' W,29.32866667,-83.43745,High
DI0010,Dixie,07/18/2013,Horseshoe Beach Reef Site C2,First Deployment of Nine For This Grant,LIMESTONE BOULDERS,28,8,24,Federal,Gulf,29° 19.739' N,83° 26.306' W,29.32898333,-83.43843333,High
DI0009,Dixie,11/30/1995,Reef Ball Reef,Last Load of 7 (Also 11/20 11/21 11/22 & 11/28/95)-24 Reefballs,MODULES CONCRETE REEFBALLS(130),,3,23,Federal,Gulf,29° 19.790' N,83° 26.370' W,29.32983,-83.4395,Medium
DI0008,Dixie,07/12/1995,Dixie #1 Big Bend Reefs,24 Pre-Fabricated Cubes One Meter On A Side-50M Spaced Hexagon,MODULES CONCRETE CUBES (24),30,3,18,State,Gulf,29° 19.652' N,83° 21.356' W,29.32753333,-83.35593333,Medium
DI0007,Dixie,07/12/1995,Dixie #2 Big Bend Reefs,96 Pre-Fabricated Cubes One Meter On A Side-50M Spaced Hexagon,MODULES CONCRETE CUBES (96),120,3,20,State,Gulf,29° 19.231' N,83° 22.119' W,29.32051667,-83.36865,Medium
DI0006,Dixie,00/00/1993,Horseshoe Reef,Concrete Culverts & Reef Balls & Rubble,CONCRETE CULVERTS,,,25,Federal,Gulf,29° 19.900' N,83° 26.080' W,29.33166667,-83.43466667,Low
DI0005,Dixie,09/11/1993,Horseshoe Reef #1,200 Tons of Concrete Blocks-Limestone Rock-And Railroad Arms.,CONCRETE BLOCKS,200,6,25,Federal,Gulf,29° 19.809' N,83° 26.200' W,29.33015,-83.43667,High
DI0004,Dixie,10/14/1992,Suwannee Regional Reef,"Site ""H""  16 Cubes X 740 Feet  (225M)  North Patch",MODULES CONCRETE CUBES (96),,3,40,Federal,Gulf,29° 18.436' N,83° 30.160' W,29.30726667,-83.50266667,High
DI0003,Dixie,03/26/1991,Suwannee Regional Reef,"Site ""I""  16 Cubes X 80 Feet  (25M)  North Patch",MODULES CONCRETE CUBES (96),,3,40,Federal,Gulf,29° 20.880' N,83° 31.703' W,29.348,-83.52838333,High
DI0002,Dixie,00/00/1964,NW Red Banks Reef,Car Bodies  Refrigerators And Scrap Metal,AUTOMOBILE BODIES,,,13,State,Gulf,29° 19.460' N,83° 15.700' W,29.32433333,-83.26166667,Low
DI0001,Dixie,99/99/9999,Suwannee Regional Reef,"Site ""G""  4 Cubes X 80 Feet (25M)  North Patch",MODULES CONCRETE CUBES (24),,3,40,Federal,Gulf,29° 15.162' N,83° 29.604' W,29.2527,-83.4934,High
DU0100,Duval,08/02/2013,Fred Morrow Reef ,Concrete Culverts And Rubble One Drop,CONCRETE CULVERTS,800,13,73,Federal,Atlantic,30° 10.361' N,81° 9.429' W,30.17268,-81.15715,High
DU0099,Duval,07/28/2011,Floyds Folly-2011 (FF),Concrete Culverts And Rubble One Drop,CONCRETE CULVERTS (200),700,10,75,Federal,Atlantic,30° 10.299' N,81° 9.050' W,30.17165,-81.15083,High
DU0098,Duval,08/18/2009,Floyds Folly (FF),Concrete Culverts And Rubble And 34 Reefballs,CONCRETE CULVERTS,700,15,75,Federal,Atlantic,30° 10.070' N,81° 9.322' W,30.16783,-81.15537,High
DU0097,Duval,07/17/2009,Spike Reef,"76'L X 33' W X 35'H  Steel Uscg Push Tugboat The Ex -""Spike""  City Partially Funded",VESSEL METAL TUGBOAT 76',129,35,110,Federal,Atlantic,30° 22.535' N,80° 53.690' W,30.37558,-80.89483,High
DU0096,Duval,06/05/2000,Charles H. Kirbo Reef,580 Reefballs of Various Sizes,MODULES CONCRETE REEFBALLS (580),,8,58,Federal,Atlantic,30° 10.500' N,81° 15.250' W,30.175,-81.25416667,High
DU0095,Duval,07/05/1998,Bunnie's Web (Bw),52Lx14Wx12H Concrete Sailboat Discovered On 7/5/98 Jrrt,VESSEL CONCRETE 52',,12,49,Federal,Atlantic,30° 10.440' N,81° 14.830' W,30.174,-81.24716667,Medium
DU0094,Duval,06/27/1998,Bunnie's Web (Bw),6'X 9' And 4' X 8 Culverts/Pipes,CONCRETE CULVERTS,"1,289",5,56,Federal,Atlantic,30° 10.208' N,81° 14.881' W,30.17013333,-81.24801667,High
DU0093,Duval,06/20/1997,MF Site,South of Main 14 & 15,CONCRETE CULVERTS,"1,800",6,83,Federal,Atlantic,30° 16.480' N,81° 0.490' W,30.27466667,-81.00816667,Medium
DU0092,Duval,12/00/2014,George Holt Reef,Secondary Use Concrete Artificial Reef Located 23.2 Nmi From The Mouth of The St. Johns River,Secondary Use Concrete,688,5,15,State,Atlantic,30° 18.484' N,81° 40.026' W,30.30806667,-81.6671,High
DU0091,Duval,12/00/2014,CCA,Costal Conservation Reef Located 23.6 Nm From The Mouth of The St. Johns River,Secondary use concrete,656,5,15,State,Atlantic,30° 17.973' N,81° 40.029' W,30.29955,-81.66715,High
DU0090,Duval,06/05/1996,EF Reef,Concrete Culverts 3 Loads  Total 2100 Tons  3 Loads This Location Also 5/26 And 5/28,CONCRETE CULVERTS,"2,100",6,74,Federal,Atlantic,30° 23.930' N,81° 4.850' W,30.39883333,-81.08083333,High
DU0089,Duval,00/00/1995,EF Site - Raccoon Reef,Buckman Bridge Pilings,BRIDGE PILINGS,,,68,Federal,Atlantic,30° 22.960' N,81° 4.850' W,30.38266667,-81.08083333,Low
DU0088,Duval,00/00/1995,EF Site - Buckman Rubble,Buckman Bridge Rubble  Also At 55.2/01.2,BRIDGE RUBBLE,,,68,Federal,Atlantic,30° 23.238' N,80° 50.070' W,30.3873,-80.8345,Low
DU0087,Duval,00/00/1995,BB Site - Buckman,"Concrete Piling From The Old ""Buckman Bridge""",CONCRETE PILINGS,,,65,Federal,Atlantic,30° 25.780' N,81° 8.680' W,30.42966667,-81.14466667,Low
DU0086,Duval,00/00/1995,AH Site - Pillboxes,Concrete Pillboxes & Junction Boxes,CONCRETE PILLBOXES,,,80,Federal,Atlantic,30° 28.330' N,81° 6.060' W,30.47216667,-81.101,Low
DU0085,Duval,00/00/1995,AH Site - Tug Monachan,"Tugboat ""Monachan""  Concrete Rubble  Buckman Guardrail",VESSEL METAL TUGBOAT,,,80,Federal,Atlantic,30° 28.690' N,81° 4.900' W,30.47816667,-81.08166667,Low
DU0084,Duval,06/29/1995,AH Site -  95 Pillboxes,Culverts And Pill Boxes,CONCRETE CULVERTS,"2,100",,70,Federal,Atlantic,30° 28.360' N,81° 6.030' W,30.47266667,-81.1005,High
DU0083,Duval,00/00/1994,BB Site - Bus Stop Barge,Steel Barge,BARGE METAL,,8,65,Federal,Atlantic,30° 25.881' N,81° 9.045' W,30.43135,-81.15075,High
DU0082,Duval,00/00/1994,BB Site - Morantz,"Steel Barge Called The ""Morantz Barge""",BARGE METAL,,,65,Federal,Atlantic,30° 25.710' N,81° 8.930' W,30.4285,-81.14883333,Low
DU0081,Duval,05/26/1994,Hh Reef,190' X 40' Barge Sunk On Site With Steel I-Beams And Rubble On Board.,BARGE METAL  190',"4,200",,67,Federal,Atlantic,30° 34.518' N,81° 7.916' W,30.5753,-81.13193333,Medium
DU0080,Duval,00/00/1992,HH Site - Shark Barge,194 Ft Barge & Concrete Rubble (OFMAS-134),BARGE METAL 194',,10,77,Federal,Atlantic,30° 37.685' N,81° 4.718' W,30.62808333,-81.07863333,High
DU0079,Duval,00/00/1992,BB Site - Acosta #1,Acosta Bridge Materials First Load of Three,BRIDGE RUBBLE,,8,71,Federal,Atlantic,30° 25.569' N,81° 8.653' W,30.42615,-81.14421667,High
DU0078,Duval,00/00/1992,BB Site - Margaret's Reef,Acosta Bridge Materials Second Load of Three,BRIDGE RUBBLE,,,65,Federal,Atlantic,30° 25.550' N,81° 8.650' W,30.42583333,-81.14416667,Low
DU0077,Duval,10/30/1992,HH Reef,Distinct Clumps of Concrete Culverts And Pillboxes.,CONCRETE CULVERTS,,,75,Federal,Atlantic,30° 34.691' N,81° 8.482' W,30.57818333,-81.14136667,Low
DU0076,Duval,06/23/1992,Bb Site - Roberts Reef,Acosta Bridge Rubble And Tires Added To Existing Reef.,BRIDGE RUBBLE,,,65,Federal,Atlantic,30° 25.622' N,81° 8.315' W,30.42703333,-81.13858333,Low
DU0075,Duval,03/31/1992,NHL Site -Powerful,"105 Foot Long Steel Tugboat Called The ""Powerfull""",VESSEL METAL TUGBOAT,,,90,Federal,Atlantic,30° 24.600' N,80° 53.710' W,30.41,-80.89517,High
DU0074,Duval,00/00/1991,JW Site - MTC 120 Barge,"Barge Steel Called The ""MTC 120 Barge"" (OFMAS-134)",BARGE METAL 123',,8,69,Federal,Atlantic,30° 16.310' N,81° 13.560' W,30.27183333,-81.226,High
DU0073,Duval,11/30/1991,NHL Culverts,Concrete And 3 Cement Mixing Drums-No Holes In Them,CONCRETE CULVERTS,,,90,Federal,Atlantic,30° 24.630' N,80° 54.660' W,30.4105,-80.911,Low
DU0072,Duval,08/25/1990,Eef Site,2000 Tons of Concrete Culverts.(ofmas-134),CONCRETE CULVERTS,"2,000",8,92,Federal,Atlantic,30° 22.554' N,80° 57.053' W,30.3759,-80.95088333,High
DU0071,Duval,09/13/1989,OSJ Site - Drydocks,615 Feet Long By 127 Ft. Wide & 57 Feet Tall Wood & Steel Drydocks,METAL DRYDOCK,,,125,Federal,Atlantic,30° 7.060' N,80° 33.570' W,30.11766667,-80.5595,Low
DU0070,Duval,08/31/1989,Nss Site-Coppage Culverts,2000 Tons of Concrete Culverts- .5Nm Wnw of 'Coppedge' Reef(ofmas-134).,CONCRETE CULVERTS,"2,000",,80,Federal,Atlantic,30° 17.296' N,80° 57.598' W,30.28826667,-80.95996667,High
DU0069,Duval,00/00/1988,BB Site - Culverts,Concrete Culverts,CONCRETE CULVERTS,,,54,Federal,Atlantic,30° 25.690' N,81° 8.360' W,30.42816667,-81.13933333,Low
DU0068,Duval,00/00/1988,BB Site - Culverts Precast,Standard Precast Culverts Deployed In 1988 (ofmas-134),CONCRETE CULVERTS,,6,71,Federal,Atlantic,30° 25.980' N,81° 8.160' W,30.433,-81.136,High
DU0067,Duval,00/00/1988,NM Site - Fishing Boat,Fishing Boat Deployed In 1988,VESSEL METAL,,,63,Federal,Atlantic,30° 24.380' N,81° 9.770' W,30.40633333,-81.16283333,Low
DU0066,Duval,06/30/1988,Nss Site - Coppedge,"98 Feet Long Tugboat Named The ""W.T. Coppedge""",VESSEL METAL TUGBOAT 98',,25,80,Federal,Atlantic,30° 17.361' N,80° 57.887' W,30.28935,-80.96478333,Medium
DU0065,Duval,05/11/1988,JW Site,2000 Tons of Concrete Culverts.,CONCRETE CULVERTS,"2,000",,75,Federal,Atlantic,30° 16.735' N,81° 13.793' W,30.27891667,-81.22988333,Low
DU0064,Duval,00/00/1987,Epv Site - Barge,Steel Barges Deployed In 1987,BARGE METAL,,,75,Federal,Atlantic,30° 12.881' N,81° 4.753' W,30.21468333,-81.07921667,Low
DU0063,Duval,00/00/1987,Hl Site - Huggins,"150 Feet Long Steel Freighter The ""Huggins""",VESSEL METAL 150',,,90,Federal,Atlantic,30° 22.372' N,80° 54.008' W,30.37286667,-80.90013333,Medium
DU0062,Duval,06/02/1987,EPV,1250 Cubic Yard of Various Concrete Items.,CONCRETE RUBBLE,,,80,Federal,Atlantic,30° 12.693' N,81° 4.688' W,30.21155,-81.07813333,Low
DU0061,Duval,00/00/1986,BB Site - Sanctuary Reef,Concrete Culverts,CONCRETE CULVERTS,,,52,Federal,Atlantic,30° 25.760' N,81° 8.400' W,30.42933333,-81.14,Low
DU0060,Duval,00/00/1986,EPV Site - Culverts 86,Concrete Culverts 1986,CONCRETE CULVERTS,,,85,Federal,Atlantic,30° 12.652' N,81° 4.658' W,30.21086667,-81.07763333,Low
DU0059,Duval,07/16/1986,TR Site - Anna,"235 Ft. Steel Ship  The ""Anna""  On Starboard Side(OFMAS-134)",VESSEL METAL 230',,30,100,Federal,Atlantic,30° 27.780' N,80° 55.770' W,30.463,-80.9295,High
DU0058,Duval,05/25/1986,Ah Site - Culverts,Concrete Culverts  About 100 Sq. Yards.,CONCRETE CULVERTS,,,80,Federal,Atlantic,30° 33.620' N,81° 3.120' W,30.56033333,-81.052,Low
DU0057,Duval,00/00/1985,MR Site -East Barge,"Barge Steel Called ""East Barge""",BARGE METAL,,,65,Federal,Atlantic,30° 26.710' N,81° 13.270' W,30.44516667,-81.22116667,Low
DU0056,Duval,00/00/1985,PG Site - Barge 85,90 X 26 Ft Steel Barge,BARGE METAL,,,73,Federal,Atlantic,30° 20.320' N,81° 11.790' W,30.33866667,-81.1965,Low
DU0055,Duval,00/00/1985,NM Site - Vic's Barge,"150 Foot Long Steel Barges Known As ""Vic's 150 Barge""",BARGE METAL 150',,,58,Federal,Atlantic,30° 23.280' N,81° 10.480' W,30.388,-81.17466667,Low
DU0054,Duval,00/00/1985,MR Site -Reliance,"63 Foot Long Tugboat The ""Reliance""",VESSEL METAL TUGBOAT 63',,,68,Federal,Atlantic,30° 26.460' N,81° 13.260' W,30.441,-81.221,Low
DU0053,Duval,00/00/1984,TW Site - Barge,200 Feet Long Barge  Placed In 1984,BARGE METAL 200',,,90,Federal,Atlantic,30° 30.670' N,80° 56.382' W,30.51116667,-80.9397,Medium
DU0052,Duval,00/00/1984,NM Site - Tugboat,52 Foot Long Tugboat,VESSEL METAL TUGBOAT,,,63,Federal,Atlantic,30° 23.690' N,81° 10.300' W,30.39483333,-81.17166667,Low
DU0051,Duval,00/00/1984,NE Site - Steel Tanks,Steel Storage Tanks,METAL STORAGE TANKS,,,63,Federal,Atlantic,30° 23.620' N,81° 10.540' W,30.39366667,-81.17566667,Low
DU0050,Duval,00/00/1983,EF Site - East Culverts,Concrete Culverts East of The Gator Bowl Press Box,CONCRETE CULVERTS,,,68,Federal,Atlantic,30° 23.860' N,81° 3.510' W,30.39766667,-81.0585,Low
DU0049,Duval,00/00/1983,NM Site - Culverts,Culverts  Pillboxes And A Natural Ledge Nearby,CONCRETE CULVERTS,,,72,Federal,Atlantic,30° 23.170' N,81° 10.700' W,30.38616667,-81.17833333,Low
DU0048,Duval,00/00/1983,EF Site - Press Box Four,4 Sections of The Old Gator Bowl Press Box,METAL PRESS BOX,,,68,Federal,Atlantic,30° 23.870' N,81° 3.570' W,30.39783333,-81.0595,Low
DU0047,Duval,00/00/1983,EF Site - Press Box Two,2 Sections of The Old Gator Bowl Press Box,METAL PRESS BOX,,,68,Federal,Atlantic,30° 23.695' N,81° 3.641' W,30.39491667,-81.06068333,Medium
DU0046,Duval,06/01/1983,PG Site - Moody Culverts,166 Pipes  15 Boxes  15 Drains  1 Tank,CONCRETE CULVERTS  (166),,,67,Federal,Atlantic,30° 20.804' N,81° 12.599' W,30.34673333,-81.20998333,Low
DU0045,Duval,04/26/1983,EF Site - Moody Culverts/Tanks,Concrete & Steel Tanks Donated By Moody,CONCRETE CULVERTS  (112),,,71,Federal,Atlantic,30° 24.140' N,81° 2.360' W,30.40233333,-81.03933333,Low
DU0044,Duval,01/18/1983,Montgomery Reef,Fourth of Four Loads This Grant  First For Mr Reef,CONCRETE CULVERTS (142),,,,Federal,Atlantic,30° 26.562' N,81° 13.221' W,30.4427,-81.22035,Low
DU0043,Duval,00/00/1982,PG Site - Culverts '82,Concrete Culverts Deployed In 1982,CONCRETE CULVERTS,,,67,Federal,Atlantic,30° 20.090' N,81° 11.740' W,30.33483333,-81.19566667,Low
DU0042,Duval,00/00/1982,PG Site - Mattox Culverts,"Concrete Culverts Known As The ""Maddox Culverts""",CONCRETE CULVERTS,,,67,Federal,Atlantic,30° 19.970' N,81° 11.690' W,30.33283333,-81.19483333,Low
DU0041,Duval,00/00/1982,PG Site - Pillboxes 82,Concrete Pillboxes And Junction Boxes,CONCRETE PILLBOXES,,,73,Federal,Atlantic,30° 20.290' N,81° 11.840' W,30.33816667,-81.19733333,Low
DU0040,Duval,12/22/1982,Nine Mile Reef Site,Third of Four Loads This Grant  First For Nine Mile Site,CONCRETE CULVERTS (167),,,,Federal,Atlantic,30° 23.052' N,81° 10.174' W,30.3842,-81.16956667,Low
DU0039,Duval,11/03/1982,PG,Second of Four Loads This Grant  2Nd At PP Site,CONCRETE CULVERTS (157),,,,Federal,Atlantic,30° 19.908' N,81° 11.230' W,30.3318,-81.18716667,Low
DU0038,Duval,10/09/1982,PG Reef Drop (Pablo Grounds),First of Four Loads This Grant  First At PG Site,CONCRETE CULVERTS (120),,,,Federal,Atlantic,30° 20.210' N,81° 11.353' W,30.33683333,-81.18921667,Low
DU0037,Duval,09/01/1981,MG Site - Japan Reference Reef,Concrete Culverts Reference Reefs Near Japan Reefs 3 of 3 Loads,CONCRETE CULVERTS,,12,85,Federal,Atlantic,30° 18.338' N,81° 7.832' W,30.30563333,-81.13053333,Low
DU0036,Duval,09/01/1981,MG Site - Japan Frp Tube Reef,21' X 18' Fiberglass Module  2 of 3 Loads,MODULES FIBERGLASS,,12,85,Federal,Atlantic,30° 18.440' N,81° 7.902' W,30.30733333,-81.1317,Low
DU0035,Duval,09/01/1981,MG Site - Japan Frp Tube Reef,21' X 18' Fiberglass Module  1 of 3 Loads,MODULES FIBERGLASS,,12,85,Federal,Atlantic,30° 18.428' N,81° 7.884' W,30.30713333,-81.1314,Low
DU0034,Duval,00/00/1980,NM Site - Barge '80,Steel Barge Deployed In 1980,BARGE METAL,,,58,Federal,Atlantic,30° 23.280' N,81° 10.510' W,30.388,-81.17516667,Low
DU0033,Duval,00/00/1980,Ch Site - North Tug,North Tugboat Or Main Tug,VESSEL METAL TUGBOAT,,,78,Federal,Atlantic,30° 18.560' N,81° 4.150' W,30.30933333,-81.06917,High
DU0032,Duval,00/00/1980,NM Site - Tug,Tugboat Deployed In 1980,VESSEL METAL TUGBOAT,,,70,Federal,Atlantic,30° 23.420' N,81° 10.420' W,30.39033333,-81.17366667,Low
DU0031,Duval,00/00/1979,CH Site - South Tug,South Tugboat,VESSEL METAL TUGBOAT,,,82,Federal,Atlantic,30° 18.500' N,81° 4.360' W,30.30833333,-81.07266667,Low
DU0030,Duval,00/00/1978,AH Site - Barge,Steel Barge  Ledge To The Nw,BARGE METAL,,,80,Federal,Atlantic,30° 32.510' N,81° 3.540' W,30.54183333,-81.059,Low
DU0029,Duval,00/00/1977,MR Site - 77 Culverts,Concrete Culverts And Tanks Also 37.4/61.7,CONCRETE CULVERTS,,,65,Federal,Atlantic,30° 26.640' N,81° 13.690' W,30.444,-81.22816667,Low
DU0028,Duval,00/00/1977,PV Site - 103,Steel Plates,METAL SCRAP,,,75,Federal,Atlantic,30° 12.320' N,81° 8.740' W,30.20533333,-81.14566667,Low
DU0027,Duval,00/00/1977,PV Site - Navy,Navy Scaffolding And Tires,METAL SCRAP SCAFFOLDING,,,75,Federal,Atlantic,30° 12.360' N,81° 9.830' W,30.206,-81.16383333,Low
DU0026,Duval,00/00/1975,MR Site - Bills Barge,"Barge Steel Called ""Bills Barge""",BARGE METAL,,,61,Federal,Atlantic,30° 27.760' N,81° 14.300' W,30.46266667,-81.23833333,Low
DU0025,Duval,00/00/1972,TW Site - Tug,150 Feet Long Steel Tugboat,VESSEL METAL TUGBOAT 150',,,86,Federal,Atlantic,30° 29.537' N,80° 57.595' W,30.49228333,-80.95991667,Medium
DU0024,Duval,07/31/1972,Casablanca,327 Feet Long Lst Landing Craft Sunk In The Summer of 1972,VESSEL METAL LANDING CRAFT 327',,,105,Federal,Atlantic,30° 17.510' N,80° 49.320' W,30.29183333,-80.822,Low
DU0023,Duval,00/00/1967,PM Site - North Barge,"Tugboat Known As The ""North Tug""",BARGE METAL,,,72,Federal,Atlantic,30° 20.250' N,81° 11.150' W,30.3375,-81.18583333,Low
DU0022,Duval,00/00/1960,MG Site - Tug,Steel Tugboat With Pilothouse Alongside,VESSEL METAL TUGBOAT,,,75,Federal,Atlantic,30° 18.130' N,81° 6.910' W,30.30216667,-81.11516667,Low
DU0021,Duval,00/00/1959,MR Site - Upside-Down Barge,"Steel Barge Called ""Gavin's Upside-Down Barge""",BARGE METAL,,,65,Federal,Atlantic,30° 25.830' N,81° 13.390' W,30.4305,-81.22316667,Low
DU0020,Duval,99/99/9999,PM Site - Lindens Car Bodies,"Car Bodies  Known As ""Linden's Mystery Car Bodies""",AUTOMOBILE BODIES,,,72,Federal,Atlantic,30° 19.860' N,81° 11.130' W,30.331,-81.1855,Low
DU0019,Duval,99/99/9999,BB Site -Carpet Barge,"2 Wrecks  One Called The ""Carpet Barge""",BARGE METAL,,,48,Federal,Atlantic,30° 26.020' N,81° 10.470' W,30.43366667,-81.1745,Low
DU0018,Duval,99/99/9999,BR Site - Barge #1,Barge #1  Next To  A Small Ledge,BARGE METAL,,,104,Federal,Atlantic,30° 21.820' N,80° 50.290' W,30.36366667,-80.83816667,Low
DU0017,Duval,99/99/9999,BR Site - N. Barge,"Barge Known As The ""North Barge""",BARGE METAL,,,105,Federal,Atlantic,30° 21.860' N,80° 50.240' W,30.36433333,-80.83733333,Low
DU0016,Duval,99/99/9999,MR Site - Barge,120 Foot Long Steel Barge,BARGE METAL,,,65,Federal,Atlantic,30° 26.870' N,81° 13.470' W,30.44783333,-81.2245,Low
DU0015,Duval,99/99/9999,MR Site - Maxies,"Steel Barges Called ""Maxies""",BARGE METAL,,,62,Federal,Atlantic,30° 25.280' N,81° 12.450' W,30.42133333,-81.2075,Low
DU0014,Duval,99/99/9999,NM Site - Barge,Steel Barge,BARGE METAL,,,58,Federal,Atlantic,30° 24.170' N,81° 10.600' W,30.40283333,-81.17666667,Low
DU0013,Duval,99/99/9999,NM Site - Nm Barge,Nine Mile Barge G,BARGE METAL,,,68,Federal,Atlantic,30° 23.348' N,81° 10.620' W,30.38913333,-81.177,Low
DU0012,Duval,99/99/9999,NM Site - Tar Barge,"Steel Barges Known As The ""Tar Barge""",BARGE METAL,,,58,Federal,Atlantic,30° 23.550' N,81° 10.270' W,30.3925,-81.17116667,Low
DU0011,Duval,99/99/9999,PM Site - Navy Barge,"Barge Known As The ""Navy Barge""",BARGE METAL,,,72,Federal,Atlantic,30° 19.790' N,81° 11.080' W,30.32983333,-81.18466667,Low
DU0010,Duval,99/99/9999,Rl Site - Barge,Steel Barge Deployment Unknown,BARGE METAL,,,68,Federal,Atlantic,30° 32.060' N,81° 9.710' W,30.53433333,-81.16183333,Low
DU0009,Duval,00/00/1980,PM Site - Banana And Pogey Boats,Banana Boat And A Pogey Boat,VESSEL METAL,,,72,Federal,Atlantic,30° 20.189' N,81° 11.156' W,30.33648333,-81.18593333,High
DU0008,Duval,99/99/9999,BR Site - Ferry,"Steel Ferry Boat Called The ""Warwick""",VESSEL METAL FERRYBOAT,,,106,Federal,Atlantic,30° 21.740' N,80° 49.980' W,30.36233333,-80.833,Low
DU0007,Duval,00/00/1975,PM Site - South - #1Tug,Tug #1 South And Barge Wreckage (OFMAS-134) Estimated Deploy Date,VESSEL METAL TUGBOAT,,18,75,Federal,Atlantic,30° 19.833' N,81° 10.975' W,30.33055,-81.18291667,High
DU0006,Duval,99/99/9999,BR Site - Tug #1,"Steel Tugboat Known As The ""Ocean Going Tug #1""",VESSEL METAL TUGBOAT,,,105,Federal,Atlantic,30° 21.680' N,80° 50.562' W,30.36133333,-80.8427,Low
DU0005,Duval,99/99/9999,BR Site - Tug #2,Steel Tugboat #2,VESSEL METAL TUGBOAT,,,104,Federal,Atlantic,30° 21.850' N,80° 50.430' W,30.36416667,-80.8405,Low
DU0004,Duval,99/99/9999,MR Site,Old Tugboat Not Confirmed,VESSEL METAL TUGBOAT,,,66,Federal,Atlantic,30° 26.210' N,81° 12.979' W,30.43683333,-81.21631667,Low
DU0003,Duval,99/99/9999,MR Site - Tug,Steel Tugboat,VESSEL METAL TUGBOAT,,,65,Federal,Atlantic,30° 26.637' N,81° 13.054' W,30.44395,-81.21756667,Low
